0,1,2,3,4
543.0,429.0,430.0,469.0,529.0
543.0,429.0,430.0,470.0,528.0
543.0,429.0,430.0,469.0,529.0
542.0,429.0,431.0,469.0,529.0
541.0,429.0,432.0,469.0,529.0
540.0,429.0,433.0,468.0,530.0
539.0,429.0,432.0,470.0,530.0
539.0,430.0,432.0,469.0,530.0
539.0,430.0,432.0,469.0,530.0
539.0,430.0,432.0,468.0,531.0
539.0,430.0,432.0,469.0,530.0
539.0,431.0,432.0,468.0,530.0
539.0,432.0,431.0,468.0,530.0
539.0,432.0,431.0,468.0,530.0
539.0,433.0,431.0,467.0,530.0
539.0,432.0,431.0,467.0,531.0
539.0,431.0,431.0,467.0,532.0
539.0,431.0,431.0,467.0,532.0
539.0,431.0,431.0,466.0,533.0
539.0,431.0,430.0,467.0,533.0
539.0,431.0,430.0,467.0,533.0
539.0,430.0,430.0,467.0,534.0
538.0,430.0,430.0,468.0,534.0
538.0,430.0,430.0,468.0,534.0
538.0,430.0,430.0,468.0,534.0
538.0,430.0,430.0,468.0,534.0
538.0,429.0,429.0,469.0,535.0
538.0,429.0,429.0,469.0,535.0
538.0,429.0,429.0,469.0,535.0
538.0,428.0,429.0,469.0,536.0
538.0,428.0,429.0,469.0,536.0
538.0,428.0,429.0,469.0,536.0
538.0,428.0,429.0,469.0,536.0
538.0,428.0,429.0,469.0,536.0
538.0,428.0,429.0,469.0,536.0
538.0,428.0,428.0,470.0,536.0
538.0,427.0,428.0,470.0,537.0
538.0,427.0,428.0,470.0,537.0
537.0,427.0,429.0,471.0,536.0
537.0,427.0,429.0,471.0,536.0
537.0,427.0,429.0,471.0,536.0
537.0,426.0,429.0,471.0,537.0
537.0,426.0,429.0,471.0,537.0
537.0,426.0,429.0,472.0,536.0
537.0,426.0,429.0,472.0,536.0
537.0,425.0,429.0,472.0,537.0
536.0,425.0,429.0,473.0,537.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
536.0,424.0,428.0,474.0,538.0
535.0,424.0,429.0,474.0,538.0
535.0,424.0,429.0,474.0,538.0
535.0,424.0,429.0,474.0,538.0
535.0,424.0,428.0,475.0,538.0
535.0,424.0,428.0,475.0,538.0
535.0,424.0,428.0,475.0,538.0
535.0,424.0,428.0,476.0,537.0
535.0,424.0,428.0,476.0,537.0
535.0,424.0,428.0,476.0,537.0
535.0,424.0,428.0,476.0,537.0
535.0,424.0,428.0,476.0,537.0
535.0,424.0,428.0,476.0,537.0
